PAIS,DEPARTAMENTO,PROVINCIA,MUNICIPIO,RECINTO,ASIENTO,TIPO-CIRCUN,LATITUD,LONGITUD,CIRCUNSCRIPCION,DISTRITO,CUADRANTE
Bolivia,Potosí,Cornelio Saavedra,Chaquí,Col. Villa Imperial,Chaqui Baños,Uninominal,-19.6236,-65.570634,35,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Coleg. Antofagasta,Potosí,Uninominal,-19.59519,-65.74934,33,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Coleg. Bancario,Potosí,Uninominal,-19.5843,-65.7532,33,.,.
Bolivia,Potosí,Nor Chichas,Cotagaita,Coleg. Carlos Medinaceli,Cotagaita,Uninominal,-20.816894,-65.65886,36,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Coleg. Cristo Maestro,Potosí,Uninominal,-19.58254,-65.752358,33,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Coleg. David Berrios,Potosí,Uninominal,-19.58034,-65.76199,34,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Coleg. Don Bosco,Potosí,Uninominal,-19.58537,-65.75298,33,.,.
Bolivia,Potosí,Tomás Frías,Yocalla,Coleg. Elizardo Perez,Turqui,Uninominal,-19.407596,-65.978193,34,.,.
Bolivia,Potosí,Modesto Omiste,Villazón,Coleg. Franz Tamayo,Chipiwayco,Uninominal,-21.806011,-65.817038,37,.,.
Bolivia,Potosí,Sud Chichas,Atocha,Coleg. Gregorio Pacheco,Atocha,Uninominal,-20.937364,-66.220625,37,.,.
Bolivia,Potosí,José María Linares,Puna (Villa Talavera),Coleg. Litoral,Puna(C.Villa Talavera),Uninominal,-19.794498,-65.509978,35,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Coleg. Luis Espinal,Potosí,Uninominal,-19.59578,-65.74538,33,.,.
Bolivia,Potosí,Chárcas,San Pedro,Coleg. Nal. Charcas,San Pedro de Buena Vista,Uninominal,-18.273463,-65.978603,38,.,.
Bolivia,Potosí,Cornelio Saavedra,Betanzos,Coleg. R. Bohorquez,Betanzos,Uninominal,-19.554802,-65.452732,35,.,.
Bolivia,Potosí,Bustillo,Uncía,Coleg. Rafael Bustillo,Uncia,Uninominal,-18.467329,-66.567614,39,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Coleg. San Rafael,Huari Huari,Uninominal,-19.450409,-65.594128,34,.,.
Bolivia,Potosí,Bustillo,Llallagua,Coleg. Siglo XX-America,Llallagua,Uninominal,-18.420928,-66.589236,38,.,.
Bolivia,Potosí,Modesto Omiste,Villazón,Colegio 9 de Abril,Villazón,Uninominal,-22.088433,-65.593394,37,.,.
Bolivia,Potosí,Chayanta,Ocurí,Colegio Daniel Salamanca,Ocuri,Uninominal,-18.841555,-65.795517,39,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Colegio Franciscano,Potosí,Uninominal,-19.59103,-65.75263,33,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Colegio Juan Manuel Calero (Temporal),Potosí,Uninominal,-19.587725,-65.751028,33,.,.
Bolivia,Potosí,Chayanta,Pocoata,Colegio Nacional Mixto 24 de agosto (Temporal),Pocoata,Uninominal,-18.701265,-66.160476,39,.,.
Bolivia,Potosí,Sud Chichas,Tupiza,Colegio Nacional Mixto Suipacha (Temporal),Tupiza,Uninominal,-21.445169,-65.723106,37,.,.
Bolivia,Potosí,Bustillo,Chuquihuta Ayllu Jucumani,Colegio Nacional Mixto Tocoria (Temporal),Tacopalca,Uninominal,-18.642787,-66.342131,39,.,.
Bolivia,Potosí,Chárcas,San Pedro,"Colegio Nacional Mixto Tupac Katari ""B"" (Temporal)",Chiro K'asa,Uninominal,-18.259066,-66.188483,38,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Colegio Nacional Pichincha (Temporal),Potosí,Uninominal,-19.588863,-65.752975,33,.,.
Bolivia,Potosí,Cornelio Saavedra,Chaquí,Colegio Nacional de Chaquí (Temporal),Chaqui,Uninominal,-19.588921,-65.564343,35,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Colegio Otto Felipe Braun (Temporal),Potosí,Uninominal,-19.592245,-65.753655,33,.,.
Bolivia,Potosí,Bustillo,Llallagua,Colegio Técnico Humanístico 1ro. De Mayo (Temporal),Llallagua,Uninominal,-18.420536,-66.582117,38,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Coliseo de Techo Azul (Temporal),Potosí,Uninominal,-19.575205,-65.773291,34,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Coliseo de Techo Ocre (Temporal),Potosí,Uninominal,-19.575311,-65.774693,34,.,.
Bolivia,Potosí,Tomás Frías,Potosí,E.S.F.M. Eduardo Avaroa (normal) (Temporal),Potosí,Uninominal,-19.572043,-65.752204,34,.,.
Bolivia,Potosí,Sud Lipez,San Antonio de Esmoruco,Esc. 10 de Noviembre,10 de Noviembre (Nñcleo 47),Uninominal,-16.430695,-63.107362,53,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Esc. 12 de Abril,Estaciñn Mora,Uninominal,-18.45699,-63.21368,55,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Esc. 1ro de Abril,Potosí,Uninominal,-19.58885,-65.75495,33,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Esc. 6 de Junio,Llallagua,Uninominal,-18.424966,-66.593386,38,.,.
Bolivia,Potosí,Antonio Quijarro,Porco,Esc. Agua Castilla,Agua de Castilla,Uninominal,-19.768701,-65.992296,36,.,.
Bolivia,Potosí,Tomás Frías,Yocalla,Esc. Alonso De Ibanez,El Molino,Uninominal,-19.51297,-65.81144,34,.,.
Bolivia,Potosí,Cornelio Saavedra,Betanzos,Esc. Alonzo De Ibañez,Siporo,Uninominal,-19.360622,-65.462414,35,.,.
Bolivia,Potosí,Cornelio Saavedra,Betanzos,Esc. Anco Mayu,Jankho Mayu,Uninominal,-19.421387,-65.281296,35,.,.
Bolivia,Potosí,Cornelio Saavedra,Tacobamba,Esc. Ancoma,Ancoma,Uninominal,-19.118217,-65.644752,35,.,.
Bolivia,Potosí,Cornelio Saavedra,Chaquí,Esc. Andres De Santa Cruz,Chaqui,Uninominal,-19.588582,-65.564325,35,.,.
Bolivia,Potosí,Nor Lipez,"Colcha ""K""",Esc. Antofagasta,San Juan,Uninominal,-20.899692,-67.766541,36,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Esc. Antonio Quijarro,Potosí,Uninominal,-19.59038,-65.75183,33,.,.
Bolivia,Potosí,Chayanta,Ravelo,Esc. Antora,Antora,Uninominal,-18.740272,-65.63837,39,.,.
Bolivia,Potosí,Chárcas,San Pedro,Esc. Arakani,Arakani,Uninominal,-18.418904,-65.938801,38,.,.
Bolivia,Potosí,General Bernardino Bilbao,Arampampa,Esc. Arampampa,Arampampa,Uninominal,-17.880829,-66.085159,38,.,.
Bolivia,Potosí,Bustillo,Llallagua,Esc. Bartolina Sisa,Jachojo,Uninominal,-18.348183,-66.662268,38,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Esc. Benicio Montero Mallo,Potosí,Uninominal,-19.591118,-65.747482,33,.,.
Bolivia,Potosí,Modesto Omiste,Villazón,Esc. Berque,Berque,Uninominal,-21.944001,-65.780421,37,.,.
Bolivia,Potosí,Cornelio Saavedra,Betanzos,Esc. Blas S. De Pedro,San Blas de Puita,Uninominal,-19.363336,-65.278262,35,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Esc. Boliviano Alemán,Potosí,Uninominal,-19.582571,-65.770757,34,.,.
Bolivia,Potosí,Sud Lipez,Mojinete,Esc. Bonete Palca,Bonete Palca,Uninominal,-21.78891,-66.391858,37,.,.
Bolivia,Potosí,Cornelio Saavedra,Betanzos,Esc. Buey Tambo,Buey Tambo,Uninominal,-19.561174,-65.332798,35,.,.
Bolivia,Potosí,Cornelio Saavedra,Chaquí,Esc. C. Chiutaluyo,Chiutaluyo,Uninominal,-19.626652,-65.481864,35,.,.
Bolivia,Potosí,Cornelio Saavedra,Tacobamba,Esc. C. Migma,Migma,Uninominal,-19.212527,-65.650841,35,.,.
Bolivia,Potosí,Tomás Frías,Urmiri,Esc. Cahuayo,Cahuayo,Uninominal,-19.276694,-66.186976,34,.,.
Bolivia,Potosí,Cornelio Saavedra,Tacobamba,Esc. Cajas Alta,Cajas Alta,Uninominal,-19.290468,-65.640053,35,.,.
Bolivia,Potosí,General Bernardino Bilbao,Arampampa,Esc. Calachua,Calachua,Uninominal,-17.983519,-66.123793,38,.,.
Bolivia,Potosí,Cornelio Saavedra,Betanzos,Esc. Camali,Camali,Uninominal,-19.500549,-65.005256,35,.,.
Bolivia,Potosí,Bustillo,Llallagua,Esc. Capunita,Capunita,Uninominal,-18.407481,-66.484149,38,.,.
Bolivia,Potosí,Alonso de Ibáñez,Sacaca,Esc. Carcoma,Carcoma,Uninominal,-17.989489,-66.320836,38,.,.
Bolivia,Potosí,Bustillo,Llallagua,Esc. Carlos Medinaceli,Llallagua,Uninominal,-18.424006,-66.583612,38,.,.
Bolivia,Potosí,Sud Lipez,Mojinete,Esc. Casa Grande,Casa Grande,Uninominal,-21.934717,-66.270358,37,.,.
Bolivia,Potosí,General Bernardino Bilbao,Arampampa,Esc. Catacora,Catacora,Uninominal,-17.947925,-66.152227,38,.,.
Bolivia,Potosí,Alonso de Ibáñez,Caripuyo,Esc. Catari,Catariri,Uninominal,-18.151922,-66.540951,38,.,.
Bolivia,Potosí,Tomás Frías,Yocalla,Esc. Cayara,Cayara,Uninominal,-19.550304,-65.883722,34,.,.
Bolivia,Potosí,Sud Lipez,San Antonio de Esmoruco,Esc. Central Calama,San Antonio de Esmoruco,Uninominal,-21.948871,-66.517193,37,.,.
Bolivia,Potosí,Cornelio Saavedra,Chaquí,Esc. Central El Palomar,El Palomar,Uninominal,-19.65397,-65.414705,35,.,.
Bolivia,Potosí,Cornelio Saavedra,Tacobamba,Esc. Central Machacamarca,Machacamarca,Uninominal,-19.371394,-65.528365,35,.,.
Bolivia,Potosí,Cornelio Saavedra,Betanzos,Esc. Central Otuyo,Otuyo,Uninominal,-19.485479,-65.228732,35,.,.
Bolivia,Potosí,Chayanta,Ravelo,Esc. Central Rodeo Huayllas,Rodeo Huayllas,Uninominal,-18.800505,-65.598519,39,.,.
Bolivia,Potosí,Chayanta,Ravelo,Esc. Central Saucy Mayu,Saucy Mayu,Uninominal,-18.788064,-65.550328,39,.,.
Bolivia,Potosí,Cornelio Saavedra,Betanzos,Esc. Central Tecoya,Tecoya,Uninominal,-19.49759,-65.437488,35,.,.
Bolivia,Potosí,Cornelio Saavedra,Betanzos,Esc. Central Vila Vila,Vila Vila,Uninominal,-19.34999,-65.334782,35,.,.
Bolivia,Potosí,Alonso de Ibáñez,Caripuyo,Esc. Chaicuriri,Chaicuriri,Uninominal,-18.222373,-66.635551,38,.,.
Bolivia,Potosí,Chayanta,Ravelo,Esc. Challuma,Challuma,Uninominal,-18.852197,-65.549009,39,.,.
Bolivia,Potosí,Cornelio Saavedra,Tacobamba,Esc. Challviri,Challviri (Tacobamba),Uninominal,-19.326869,-65.632476,35,.,.
Bolivia,Potosí,Alonso de Ibáñez,Caripuyo,Esc. Chalviri,Challviri,Uninominal,-18.18995,-66.517081,38,.,.
Bolivia,Potosí,Alonso de Ibáñez,Sacaca,Esc. Charca,Charca,Uninominal,-18.282276,-66.324842,38,.,.
Bolivia,Potosí,Cornelio Saavedra,Chaquí,Esc. Charca Florida,Charcas Florida,Uninominal,-19.716388,-65.419618,35,.,.
Bolivia,Potosí,General Bernardino Bilbao,Arampampa,Esc. Charca Marcavi,Charca Marcavi,Uninominal,-17.929086,-66.045544,38,.,.
Bolivia,Potosí,Cornelio Saavedra,Chaquí,Esc. Chico Chico,Chico Chico,Uninominal,-19.677649,-65.533854,35,.,.
Bolivia,Potosí,Chayanta,Ravelo,Esc. Chipirina,San Luis de Chipirina,Uninominal,-18.808702,-65.449816,39,.,.
Bolivia,Potosí,Tomás Frías,Yocalla,Esc. Chiracoro,Chiracoro,Uninominal,-19.60283,-65.9007,34,.,.
Bolivia,Potosí,Bustillo,Llallagua,Esc. Chiru Chiru,Saca Saca,Uninominal,-18.290654,-66.438055,38,.,.
Bolivia,Potosí,Sud Chichas,Atocha,Esc. Chocaya,Gran Chocaya,Uninominal,-20.974254,-66.330826,37,.,.
Bolivia,Potosí,Bustillo,Uncía,Esc. Choco Chico,Huaylla Marka Chico,Uninominal,-18.655357,-66.565406,39,.,.
Bolivia,Potosí,Alonso de Ibáñez,Caripuyo,Esc. Chojlla,Chojlla,Uninominal,-18.214267,-66.590577,38,.,.
Bolivia,Potosí,Sud Chichas,Atocha,Esc. Chorolque Viejo,Chorolque Viejo,Uninominal,-20.988622,-65.9367,37,.,.
Bolivia,Potosí,General Bernardino Bilbao,Acasio,Esc. Churitaca,Churitaca,Uninominal,-18.105443,-65.989019,38,.,.
Bolivia,Potosí,José María Linares,Ckochas,Esc. Ckochas,Ckochas,Uninominal,-19.63817,-65.275625,35,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Esc. Cleto Loayza,Potosí,Uninominal,-19.59216,-65.75833,33,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Esc. Cobija,Potosí,Uninominal,-19.57669,-65.75887,34,.,.
Bolivia,Potosí,Alonso de Ibáñez,Sacaca,Esc. Colloma,Colloma,Uninominal,-18.326152,-66.345122,38,.,.
Bolivia,Potosí,Sud Chichas,Tupiza,Esc. Concepcion,Concepciñn (Rosa de Oro),Uninominal,-21.694293,-66.128471,37,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Esc. Copacabana,Potosí,Uninominal,-19.59232,-65.75468,33,.,.
Bolivia,Potosí,Modesto Omiste,Villazón,Esc. Cornelio Saavedra,Villazón,Uninominal,-22.09137,-65.594353,37,.,.
Bolivia,Potosí,Alonso de Ibáñez,Caripuyo,Esc. Cotana,Cotaña,Uninominal,-18.097083,-66.575183,38,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Esc. Daniel Campos,Potosí,Uninominal,-19.579605,-65.751136,33,.,.
Bolivia,Potosí,José María Linares,Ckochas,Esc. De Calapaya,Calapaya,Uninominal,-19.753985,-65.200206,35,.,.
Bolivia,Potosí,José María Linares,"Caiza ""D""",Esc. De Kaltapi,Caltapi Puncu,Uninominal,-20.012021,-65.554692,35,.,.
Bolivia,Potosí,José María Linares,Ckochas,Esc. De Mojon Ckasa,Mojon Ckasa,Uninominal,-19.758629,-64.977948,35,.,.
Bolivia,Potosí,José María Linares,Puna (Villa Talavera),Esc. De Nuqui,Nuqui,Uninominal,-19.973041,-65.306927,35,.,.
Bolivia,Potosí,Cornelio Saavedra,Chaquí,Esc. Don Diego,Don Diego,Uninominal,-19.500376,-65.607709,35,.,.
Bolivia,Potosí,José María Linares,Ckochas,Esc. Duraznos,Duraznos,Uninominal,-19.666469,-64.98114,35,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Esc. Enrique Viana,Potosí,Uninominal,-19.575047,-65.761414,34,.,.
Bolivia,Potosí,José María Linares,Ckochas,Esc. Esquiri,Esquiri,Uninominal,-19.64289,-65.219167,35,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Esc. Gregorio Barriga,Potosí,Uninominal,-19.58554,-65.75343,33,.,.
Bolivia,Potosí,Sud Chichas,Atocha,Esc. Guadalupe,Guadalupe.,Uninominal,-21.019601,-65.92381,37,.,.
Bolivia,Potosí,José María Linares,"Caiza ""D""",Esc. Hornos,Hornos,Uninominal,-19.901246,-65.485172,35,.,.
Bolivia,Potosí,Bustillo,Uncía,Esc. Huacuta A,Wakuta,Uninominal,-18.596452,-66.573782,39,.,.
Bolivia,Potosí,Alonso de Ibáñez,Caripuyo,Esc. Huanachaca,Huañachaca,Uninominal,-18.100173,-66.544178,38,.,.
Bolivia,Potosí,Alonso de Ibáñez,Caripuyo,Esc. Huanacoma,Huanacoma,Uninominal,-18.155355,-66.492162,38,.,.
Bolivia,Potosí,Chayanta,Ravelo,Esc. Huaycoma,Huaycoma,Uninominal,-18.584102,-65.48955,39,.,.
Bolivia,Potosí,General Bernardino Bilbao,Arampampa,Esc. Huaycuri,Huaycuri,Uninominal,-17.859331,-66.10482,38,.,.
Bolivia,Potosí,General Bernardino Bilbao,Arampampa,Esc. Humaviza,Humaviza,Uninominal,-17.890253,-66.039148,38,.,.
Bolivia,Potosí,Chárcas,San Pedro,Esc. Ipote,Ipote,Uninominal,-18.356007,-65.767685,38,.,.
Bolivia,Potosí,Alonso de Ibáñez,Sacaca,Esc. Iturata,Iturata,Uninominal,-18.009156,-66.243214,38,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Esc. Jaime Mendoza,Potosí,Uninominal,-19.603347,-65.744953,33,.,.
Bolivia,Potosí,Alonso de Ibáñez,Caripuyo,Esc. Jancko Jancko,Jankho Jankho,Uninominal,-18.172647,-66.595166,38,.,.
Bolivia,Potosí,Alonso de Ibáñez,Sacaca,Esc. Jaruma,Jaruma (Daniel Campos),Uninominal,-19.774395,-67.941128,36,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Esc. Jesus de Nazaret,Potosí,Uninominal,-19.570364,-65.772727,34,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Esc. José A.Zampa,Potosí,Uninominal,-19.58199,-65.75164,33,.,.
Bolivia,Potosí,Tomás Frías,Yocalla,Esc. José Antonio Zampa,"Totora ""D""",Uninominal,-19.452518,-65.837039,34,.,.
Bolivia,Potosí,José María Linares,Ckochas,Esc. José Ma.Linares,Turuchipa,Uninominal,-19.819949,-64.94131,35,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Esc. José Maria Linares,Potosí,Uninominal,-19.59069,-65.74564,33,.,.
Bolivia,Potosí,General Bernardino Bilbao,Acasio,Esc. José Rivero,Acasio,Uninominal,-18.023569,-66.058028,38,.,.
Bolivia,Potosí,Tomás Frías,Urmiri,Esc. Juan José Perez,Urmiri,Uninominal,-19.385705,-66.06463,34,.,.
Bolivia,Potosí,Tomás Frías,Yocalla,Esc. Juan XXIII,Yurac Ckasa,Uninominal,-19.355318,-66.019223,34,.,.
Bolivia,Potosí,Bustillo,Uncía,Esc. Juana Azurduy De Padilla,Uncia,Uninominal,-18.467003,-66.564989,39,.,.
Bolivia,Potosí,Sud Chichas,Atocha,Esc. Julio Urquieta,San Vicente,Uninominal,-21.267706,-66.315452,37,.,.
Bolivia,Potosí,Alonso de Ibáñez,Caripuyo,Esc. Juntavi,Juntavi,Uninominal,-18.235957,-66.506522,38,.,.
Bolivia,Potosí,Cornelio Saavedra,Tacobamba,Esc. Juruna,Juruna,Uninominal,-19.220499,-65.428367,35,.,.
Bolivia,Potosí,Chayanta,Pocoata,Esc. Kaparancho,Kapar Rancho,Uninominal,-18.639325,-66.067505,39,.,.
Bolivia,Potosí,Chayanta,Ocurí,Esc. Kara Kara,Ckara Ckara,Uninominal,-18.809065,-65.698509,39,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Esc. Karachipampa,Potosí,Uninominal,-19.549193,-65.720475,34,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Esc. Kenny Prieto Melgarejo,Potosí,Uninominal,-19.559612,-65.760502,34,.,.
Bolivia,Potosí,Sud Lipez,San Pablo,Esc. Kollpani,Collpani,Uninominal,-22.025476,-66.785312,37,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Esc. L. Subieta Sagarnaga,Potosí,Uninominal,-19.59545,-65.74593,33,.,.
Bolivia,Potosí,Sud Lipez,Mojinete,Esc. La Cienega,La Cienega,Uninominal,-21.798246,-66.339876,37,.,.
Bolivia,Potosí,Chayanta,Ravelo,Esc. Lacayani,Lacayani,Uninominal,-18.767542,-65.482389,39,.,.
Bolivia,Potosí,Alonso de Ibáñez,Sacaca,Esc. Ladislao Cabrera (Temporal),Sacaca,Uninominal,-18.067618,-66.382851,38,.,.
Bolivia,Potosí,Chayanta,Ravelo,Esc. Lamphasuni,Lamphasuni,Uninominal,-18.605703,-65.432815,39,.,.
Bolivia,Potosí,Alonso de Ibáñez,Sacaca,Esc. Laytoco,Laytogo,Uninominal,-18.173993,-66.311426,38,.,.
Bolivia,Potosí,Alonso de Ibáñez,Sacaca,Esc. Layupampa,Layupampa,Uninominal,-18.000633,-66.447175,38,.,.
Bolivia,Potosí,Modesto Omiste,Villazón,Esc. Lizardo Perez,Sagnasti,Uninominal,-21.912025,-65.512851,37,.,.
Bolivia,Potosí,Bustillo,Chuquihuta Ayllu Jucumani,Esc. Luluni,Luluni,Uninominal,-18.669003,-66.410497,39,.,.
Bolivia,Potosí,Chayanta,Ravelo,Esc. M. Ascencio Padilla,Ravelo,Uninominal,-18.807263,-65.511301,39,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Esc. Manquiri,Manquiri,Uninominal,-19.420474,-65.712433,34,.,.
Bolivia,Potosí,Chayanta,Ocurí,Esc. Maragua,Maragua,Uninominal,-18.956227,-65.779595,39,.,.
Bolivia,Potosí,Chárcas,San Pedro,Esc. Martin Cala,Martin Cala,Uninominal,-18.528472,-65.719595,38,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Esc. Martin Cruz,Chullchucani,Uninominal,-19.463101,-65.636662,34,.,.
Bolivia,Potosí,Modesto Omiste,Villazón,Esc. Max Fernandez,Villazón,Uninominal,-22.078215,-65.595473,37,.,.
Bolivia,Potosí,Cornelio Saavedra,Betanzos,Esc. Media Luna,Media Luna.,Uninominal,-19.336096,-65.230215,35,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Esc. Modesto Omiste,Betanzos,Uninominal,-19.55643,-65.452734,35,.,.
Bolivia,Potosí,General Bernardino Bilbao,Arampampa,Esc. Mollevilque,Molle Villque,Uninominal,-17.85065,-66.11951,38,.,.
Bolivia,Potosí,Modesto Omiste,Villazón,Esc. Moraya,Moraya,Uninominal,-21.749779,-65.549143,37,.,.
Bolivia,Potosí,Bustillo,Uncía,Esc. Morocomarca,Moroco Marca,Uninominal,-18.672826,-66.528742,39,.,.
Bolivia,Potosí,Chayanta,Ravelo,Esc. Moroto,Moroto,Uninominal,-18.722714,-65.51752,39,.,.
Bolivia,Potosí,Chárcas,San Pedro,Esc. Moscari,Moscari,Uninominal,-18.362839,-66.014501,38,.,.
Bolivia,Potosí,Sud Lipez,San Antonio de Esmoruco,Esc. Ocke Orcko,Ocke Orkho de Quillacas,Uninominal,-21.969535,-66.315635,37,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Esc. Ockoruro,Santiago de Ockoruro,Uninominal,-19.341069,-65.687789,34,.,.
Bolivia,Potosí,José María Linares,"Caiza ""D""",Esc. Palca Cancha,Palca Cancha,Uninominal,-19.9352,-65.573518,35,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Esc. Parantaca,Parantaca,Uninominal,-19.415596,-65.673033,34,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Esc. Paranturi,Paranthuri,Uninominal,-19.387841,-65.843847,34,.,.
Bolivia,Potosí,General Bernardino Bilbao,Arampampa,Esc. Pararani,Pararani,Uninominal,-17.923417,-66.106243,38,.,.
Bolivia,Potosí,General Bernardino Bilbao,Acasio,Esc. Piriquina,Piriquina,Uninominal,-18.077644,-66.01975,38,.,.
Bolivia,Potosí,Chayanta,Ravelo,Esc. Pitantora,Pitantora,Uninominal,-18.699875,-65.632646,39,.,.
Bolivia,Potosí,Cornelio Saavedra,Betanzos,Esc. Poco Poco,Poco Poco,Uninominal,-19.377263,-65.012924,35,.,.
Bolivia,Potosí,Sud Chichas,Atocha,Esc. Portugalete,Portugalete,Uninominal,-21.171979,-66.169078,37,.,.
Bolivia,Potosí,Cornelio Saavedra,Betanzos,Esc. Potobamba,Potobamba,Uninominal,-19.319227,-65.375754,35,.,.
Bolivia,Potosí,Cornelio Saavedra,Betanzos,Esc. Potongo Alto,Potongo Alto,Uninominal,-19.392122,-65.240101,35,.,.
Bolivia,Potosí,Sud Lipez,Mojinete,Esc. Pueblo Viejo,Pueblo Viejo,Uninominal,-21.844264,-66.285874,37,.,.
Bolivia,Potosí,Tomás Frías,Urmiri,Esc. Puituco,Puituco,Uninominal,-19.314953,-66.091876,34,.,.
Bolivia,Potosí,General Bernardino Bilbao,Arampampa,Esc. Qoaraca,Qoaraca,Uninominal,-18.02655,-66.167855,38,.,.
Bolivia,Potosí,Sud Lipez,San Pablo,Esc. Quetena Chico,Quetena Chico,Uninominal,-22.193735,-67.340364,37,.,.
Bolivia,Potosí,Chárcas,San Pedro,Esc. Quinamara,Quinamara,Uninominal,-18.235086,-65.843366,38,.,.
Bolivia,Potosí,Sud Lipez,San Antonio de Esmoruco,Esc. Rancho Chileno,Rio Chilenas,Uninominal,-22.307938,-66.858846,37,.,.
Bolivia,Potosí,Sud Lipez,San Pablo,Esc. Relave,Relave,Uninominal,-21.818388,-66.740111,37,.,.
Bolivia,Potosí,Chayanta,Ocurí,Esc. Roco Roco,Roco Roco,Uninominal,-18.788897,-65.842302,39,.,.
Bolivia,Potosí,Cornelio Saavedra,Tacobamba,Esc. Rodeo,Rodeo,Uninominal,-19.085422,-65.581879,35,.,.
Bolivia,Potosí,Cornelio Saavedra,Chaquí,Esc. Rodero,Rodero,Uninominal,-19.557913,-65.511241,35,.,.
Bolivia,Potosí,Chayanta,Ravelo,Esc. S. Yurubamba,Yurubamba,Uninominal,-18.869809,-65.458071,39,.,.
Bolivia,Potosí,Modesto Omiste,Villazón,Esc. Salitre,Salitre,Uninominal,-22.024728,-65.345911,37,.,.
Bolivia,Potosí,Tomás Frías,Potosí,Esc. Salvador Revilla,Potosí,Uninominal,-19.584182,-65.750598,33,.,.
Bolivia,Potosí,Enrique Baldivieso,San Agustín,Esc. San Agustin,San Agustin,Uninominal,-21.155337,-67.680272,36,.,.
Bolivia,Potosí,Tomás Frías,Yocalla,Esc. San Antonio,Nñcleo 11-San Antonio,Uninominal,-16.834164,-62.723049,53,.,.
Bolivia,Potosí,Chárcas,San Pedro,Esc. San Marcos,San Marcos,Uninominal,-18.49564,-65.729872,38,.,.
Bolivia,Potosí,José María Linares,Ckochas,Esc. San Pedro de Esquiri,San Pedro,Uninominal,-19.57581,-65.196316,35,.,.
Bolivia,Potosí,Modesto Omiste,Villazón,Esc. San Pedro de Sococha,Sn. Pedro de Sococha,Uninominal,-21.933194,-65.450461,37,.,.
Bolivia,Potosí,Sud Lipez,San Pablo,Esc. Santa Isabel,Santa Isabel,Uninominal/Especial,-16.41756,-58.64299,54,.,.
Bolivia,Potosí,Tomás Frías,Yocalla,Esc. Santa Lucia,Santa Lucia,Uninominal,-19.550535,-65.847104,34,.,.
Bolivia,Potosí,Nor Lipez,"Colcha ""K""",Esc. Santiago,Santiago(Gral B.Bilbao),Uninominal,-17.992501,-66.194457,38,.,.
Bolivia,Potosí,Chárcas,San Pedro,Esc. Sapacari,Zapacari,Uninominal,-18.386797,-66.253803,38,.,.
Bolivia,Potosí,Modesto Omiste,Villazón,Esc. Sarcari,Sarcari,Uninominal,-21.910191,-66.02169,37,.,.
Bolivia,Potosí,General Bernardino Bilbao,Arampampa,Esc. Sarcuri,Sarcuri,Uninominal,-17.947116,-66.084375,38,.,.
Bolivia,Potosí,Modesto Omiste,Villazón,Esc. Sargento M. Paredes,Casira,Uninominal,-21.951272,-65.875235,37,.,.
Bolivia,Potosí,Chayanta,Ravelo,Esc. Sasanta,Sasanta Socorro,Uninominal,-18.866363,-65.486519,39,.,.
Bolivia,Potosí,Chayanta,Ravelo,Esc. Secc. Luqui Pampa,Luqui Pampa,Uninominal,-18.715371,-65.713291,39,.,.
Bolivia,Potosí,Chayanta,Ravelo,Esc. Secc. Teja Molino,Teja Molino,Uninominal,-18.515492,-65.560439,39,.,.
